is_red_wine,alcohol,density,volatile acidity,chlorides,quality_label
1,10.8,0.99528,0.52,0.078,0
0,9.1,0.9934,0.35,0.064,1
0,9.6,0.99553,0.25,0.037,1
1,9.8,0.9964,0.62,0.084,1
0,10.5,0.99785,0.35,0.072,0
0,10.2,0.99435,0.28,0.042,0
0,10.8,0.99476,0.24,0.05,0
0,10.7,0.99278,0.2,0.04,0
0,11.4,0.99254,0.28,0.041,0
0,10.9,0.9905,0.2,0.031,0
1,9.7,0.9976,0.705,0.084,1
0,11.1,0.9914,0.23,0.047,0
0,11.2,0.99114,0.12,0.039,0
0,10.6,0.99539,0.35,0.039,0
0,11.4,0.98946,0.26,0.027,0
1,11.9,0.99362,0.715,0.053,1
0,12.1,0.9918,0.225,0.115,0
1,9.4,0.9976,0.47,0.076,1
1,10.7,0.9966,0.785,0.104,0
0,9.2,1.00037,0.2,0.039,0
1,9.5,0.99688,0.715,0.075,0
1,10.0,0.9968,0.56,0.084,0
1,9.3,0.9984,0.4,0.084,0
0,10.8,0.992,0.18,0.04,1
0,11.5,0.98964,0.47,0.035,0
0,9.0,0.99911,0.28,0.051,1
0,10.2,0.9942,0.39,0.069,1
1,12.2,0.9963,0.8,0.079,1
0,10.55,0.99704,0.315,0.031,0
0,8.7,1.0017,0.32,0.056,0
0,10.0,0.99494,0.345,0.033,0
0,9.4,0.9932,0.49,0.049,1
0,12.5,0.99412,0.31,0.038,1
0,9.7,0.993,0.18,0.028,0
0,9.6,0.993,0.19,0.057,0
1,9.7,0.99606,0.655,0.074,1
0,10.7,0.9925,0.28,0.042,0
0,9.4,0.99478,0.28,0.208,0
0,8.7,0.9944,0.3,0.077,1
0,9.1,1.0,0.26,0.049,0
0,12.7,0.98934,0.26,0.04,0
1,12.2,0.9973,0.41,0.072,0
0,9.1,0.99869,0.29,0.054,1
0,9.6,0.99502,0.35,0.055,1
0,9.7,0.9988,0.24,0.05,1
1,12.8,0.9958,0.37,0.078,0
0,9.6,0.9982,0.25,0.039,0
1,10.0,0.99735,0.55,0.068,1
0,9.1,1.0002,0.27,0.042,1
0,12.5,0.98948,0.22,0.027,0
1,9.4,0.9963,0.765,0.064,1
0,10.9,0.9938,0.5,0.037,1
0,9.0,0.9962,0.24,0.048,1
0,9.5,0.99551,0.34,0.043,1
0,10.0,0.99882,0.33,0.059,0
0,12.7,0.9898,0.22,0.03,0
1,9.3,0.99614,0.23,0.057,1
1,9.8,0.998,0.46,0.078,1
1,9.8,0.9967,0.585,0.078,0
0,9.0,0.99564,0.29,0.045,1
0,10.1,0.9934,0.16,0.026,0
0,9.2,0.99822,0.35,0.037,1
0,10.8,0.99299,0.265,0.036,0
0,13.2,0.991,0.43,0.028,0
1,11.7,0.9935,0.44,0.049,0
0,12.0,0.98942,0.18,0.036,0
0,9.8,0.99278,0.2,0.036,0
0,13.0,0.9902,0.5,0.036,0
0,12.2,0.99269,0.55,0.036,0
1,9.6,0.99553,0.47,0.064,0
0,9.5,0.9955,0.25,0.053,0
0,9.6,0.9972,0.28,0.045,0
1,11.0,0.99604,0.22,0.064,0
1,10.2,0.99786,0.24,0.061,0
0,8.8,0.99754,0.28,0.049,1
0,9.4,0.9968,0.41,0.043,1
0,10.2,0.9927,0.22,0.043,0
0,9.6,0.9948,0.25,0.038,0
0,9.0,0.99475,0.36,0.061,0
0,10.0,0.99296,0.2,0.049,1
1,9.4,0.99666,0.52,0.096,1
0,11.3,0.99014,0.24,0.026,0
0,11.5,0.99125,0.33,0.036,1
0,9.3,0.9984,0.27,0.049,1
0,10.2,0.9931,0.38,0.044,0
0,11.3,0.99089,0.26,0.026,0
0,10.0,0.99382,0.17,0.048,1
0,11.0,0.99306,0.32,0.051,1
1,9.0,0.9978,0.62,0.076,1
1,11.9,0.99642,0.36,0.123,0
0,9.6,0.9954,0.61,0.03,1
1,9.5,0.9966,0.43,0.106,1
0,10.5,0.9951,0.23,0.036,0
0,12.1,0.98958,0.16,0.031,0
0,8.8,0.99286,0.54,0.032,1
0,8.6,0.9955,0.27,0.046,1
0,9.2,0.99596,0.24,0.04,1
0,10.5333333333333,0.99313,0.29,0.046,1
0,11.4,0.98993,0.27,0.023,1
0,11.4,0.9903,0.21,0.026,0
0,13.2,0.98958,0.34,0.028,0
0,9.6,0.9948,0.36,0.039,1
0,12.0,0.9922,0.25,0.031,0
1,11.4,0.99354,0.45,0.043,0
0,10.4,0.9954,0.21,0.045,0
0,10.5,0.9952,0.28,0.041,0
0,12.5,0.9892,0.36,0.017,0
0,11.5,0.99134,0.44,0.049,1
1,10.2,0.99914,0.6,0.068,1
0,11.1,0.99111,0.14,0.047,0
0,9.3,0.9961,0.27,0.053,1
1,10.2,0.99756,0.965,0.088,1
0,11.2,0.99128,0.385,0.031,0
0,10.7,0.99565,0.43,0.032,1
0,11.3,0.99154,0.3,0.041,0
0,9.1,0.99561,0.19,0.063,1
0,10.1,0.99229,0.12,0.039,0
0,11.5,0.98974,0.13,0.052,0
1,9.5,0.9978,0.72,0.096,1
0,9.9,0.99611,0.32,0.044,1
1,11.3,0.99594,0.26,0.073,0
0,9.2,0.9982,0.31,0.056,1
0,9.4,0.99705,0.4,0.081,1
0,10.5,0.9972,0.23,0.045,1
0,10.9,0.99175,0.2,0.028,0
0,10.5,0.9963,0.25,0.049,1
0,11.4,0.9907,0.19,0.04,1
0,10.2,0.9939,0.19,0.046,0
0,10.3,0.995,0.13,0.042,0
0,11.5,0.9924,0.13,0.054,0
0,10.2,0.9923,0.21,0.037,0
0,10.7,0.99184,0.32,0.037,1
1,11.8,0.99418,0.74,0.067,0
1,10.6,0.9966,0.685,0.105,0
1,10.4,0.99498,0.65,0.078,0
0,8.9,1.0,0.22,0.05,0
0,9.9,0.9938,0.14,0.036,1
1,9.5,0.99698,0.24,0.074,0
0,13.0,0.99031,0.36,0.035,0
1,12.1,0.99577,0.52,0.066,0
0,10.0,0.9952,0.44,0.054,1
1,12.7,0.99417,0.57,0.065,0
1,11.5,0.998,0.44,0.107,1
1,12.5,0.99531,0.27,0.065,0
1,11.4,0.99462,0.39,0.102,1
0,9.9,0.99361,0.3,0.053,1
0,10.0,0.9986,0.26,0.036,0
0,9.5,0.9956,0.26,0.073,1
0,12.7,0.98892,0.27,0.031,0
1,8.4,1.0008,0.31,0.075,0
1,9.4,0.9968,0.49,0.084,1
0,10.9,0.9928,0.29,0.044,1
1,11.1,0.99692,0.5,0.088,0
0,9.7,0.9966,0.23,0.038,0
1,11.0,0.99817,0.37,0.08,1
0,12.1,0.9902,0.36,0.03,0
1,9.6,0.99678,0.53,0.078,0
0,8.8,1.001,0.33,0.048,1
1,9.8,0.99689,0.64,0.081,1
0,10.5,0.99295,0.26,0.04,0
1,11.95,0.99348,0.65,0.05,1
1,11.1,1.00315,0.645,0.095,1
0,11.1,0.99338,0.26,0.021,0
0,9.6,0.9966,0.13,0.062,1
1,10.3,0.996,0.59,0.052,1
1,10.4,0.99865,0.77,0.082,0
1,10.6,0.99572,0.41,0.076,0
0,9.0,0.9994,0.28,0.04,0
1,9.7,0.99705,0.98,0.061,1
0,9.7,0.9958,0.27,0.064,1
1,11.0,0.997,0.84,0.096,1
0,9.7,0.9972,0.25,0.05,0
1,10.0,0.99692,0.785,0.078,1
0,12.9,0.98892,0.18,0.03,0
0,11.3,0.99182,0.17,0.04,0
1,9.9,0.9979,0.8,0.084,1
0,8.7,1.0002,0.28,0.041,1
0,11.4,0.99174,0.4,0.05,0
0,9.5,0.994,0.32,0.051,1
1,12.8,0.99414,0.66,0.068,0
1,11.0,0.99599,0.35,0.076,0
1,9.8,0.99745,0.52,0.076,1
0,11.3,0.992,0.21,0.046,0
0,10.6,0.9949,0.21,0.044,0
1,11.8,0.9973,0.51,0.107,0
0,12.0,0.99212,0.39,0.02,0
0,9.0,0.9966,0.26,0.041,1
0,10.3,0.99207,0.24,0.05,1
1,9.5,0.9987,0.45,0.08,1
0,8.8,0.99975,0.23,0.044,0
0,11.2,0.99138,0.27,0.05,1
0,9.4,0.99478,0.29,0.209,1
0,12.2,0.99,0.24,0.021,0
0,8.4,0.99536,0.37,0.056,1
0,9.1,0.9936,0.19,0.043,0
1,12.6,0.99334,0.7,0.067,1
0,9.4,0.9977,0.26,0.034,1
1,11.5,1.0008,0.49,0.103,0
0,9.1,0.9971,0.685,0.07,0
0,10.4,0.997,0.27,0.035,0
1,9.0,1.0004,0.43,0.07,1
0,10.0,0.99471,0.2,0.044,1
0,10.4,0.99256,0.48,0.034,1
0,10.9,0.9928,0.24,0.024,1
0,10.2,0.9923,0.18,0.04,0
0,12.2,0.99021,0.28,0.035,0
0,13.0,0.99313,0.36,0.032,0
0,10.6,0.99366,0.52,0.042,1
0,9.4,0.9999,0.66,0.042,1
0,10.6,0.9928,0.14,0.035,0
0,9.2,0.99627,0.38,0.052,1
1,10.0,0.9976,0.67,0.054,1
0,12.2,0.9924,0.2,0.044,0
1,9.6,0.99798,0.73,0.081,1
0,9.4,0.9954,0.23,0.054,1
0,9.2,0.99288,0.27,0.176,0
1,9.4,0.9991,0.54,0.071,1
0,11.4,0.99056,0.17,0.036,0
0,9.9,0.99498,0.28,0.048,1
0,10.9,0.9959,0.16,0.044,0
0,11.5,0.9899,0.29,0.022,0
0,9.6,0.9949,0.32,0.046,1
0,10.5,0.99195,0.41,0.042,1
0,13.0,0.989315,0.25,0.021,0
1,10.8,0.9996,0.39,0.093,0
1,10.9,0.9974,0.24,0.062,0
0,9.8,0.9927,0.34,0.048,1
0,10.1,0.99658,0.29,0.043,0
0,10.8,0.992,0.51,0.04,0
0,9.0,1.00022,0.22,0.035,0
0,10.0,0.9946,0.15,0.054,1
0,9.6,0.998,0.28,0.04,0
0,9.8,0.9953,0.17,0.052,1
0,11.2,0.99375,0.24,0.039,0
0,12.3,0.9936,0.34,0.033,0
0,11.0,0.9943,0.39,0.037,0
0,11.9,0.9929,0.17,0.017,0
0,9.3,1.00047,0.19,0.055,0
0,11.3,0.993,0.32,0.04,0
0,9.1,0.99644,0.29,0.042,1
0,12.0,0.99026,0.17,0.04,1
1,9.25,0.99842,0.84,0.074,0
0,12.0,0.99062,0.18,0.04,0
0,10.7,0.994,0.2,0.04,0
0,10.1,0.9926,0.38,0.142,1
0,8.8,0.99918,0.35,0.061,1
0,10.7,0.9915,0.26,0.03,0
0,10.8,0.9934,0.14,0.027,0
0,12.8,0.98915,0.42,0.022,0
0,9.8,0.9954,0.19,0.046,0
1,11.5,0.99494,0.39,0.066,0
0,9.0,0.9934,0.37,0.068,0
0,9.5,0.9938,0.32,0.042,1
0,12.4,0.9911,0.33,0.033,1
1,10.0,0.9992,0.58,0.072,1
0,9.8,1.0004,0.26,0.051,1
0,10.8,0.99214,0.22,0.037,0
0,9.1,1.0,0.18,0.056,0
1,10.5,0.99538,0.51,0.084,0
1,9.4,0.998,0.98,0.078,1
1,11.0,0.99624,0.38,0.08,0
1,10.5,0.99746,0.61,0.08,1
0,9.0,0.9984,0.38,0.042,0
0,10.4,0.9954,0.21,0.045,0
0,9.9,0.9979,0.27,0.042,0
1,10.5,0.9978,0.45,0.074,1
1,10.0,0.9982,0.25,0.088,0
1,9.5,0.9968,0.35,0.083,0
0,9.1,0.99336,0.34,0.053,1
1,9.6,0.9994,0.32,0.077,1
0,10.8,0.99373,0.3,0.046,1
1,11.0,0.99555,0.44,0.077,0
0,9.0,0.9955,0.3,0.046,1
1,9.3,0.9976,0.61,0.088,1
1,10.0,0.99672,0.22,0.065,0
0,9.9,0.9936,0.24,0.058,0
1,9.8,0.99616,0.6,0.118,1
0,9.5,0.99509,0.23,0.041,0
0,10.5,0.99523,0.21,0.038,0
0,10.7,0.9926,0.23,0.046,0
0,9.8,0.99556,0.22,0.05,0
0,8.7,0.9985,0.32,0.05,1
1,10.3,0.9968,0.66,0.069,1
0,9.4,0.994,0.25,0.054,0
1,9.3,1.0,0.59,0.082,0
1,9.8,0.9974,0.37,0.074,0
1,10.5,0.9949,0.6,0.09,1
0,9.7,0.9951,0.43,0.05,1
0,11.3,0.99356,0.22,0.033,0
0,11.1,0.99304,0.3,0.05,1
0,10.4,0.9909,0.19,0.032,0
0,9.9,0.9962,0.35,0.051,0
1,12.9,0.9924,0.51,0.042,0
0,9.9,0.9945,0.3,0.038,1
0,10.1,0.9937,0.18,0.049,1
0,11.0,0.99283,0.19,0.047,0
0,10.6,0.9927,0.24,0.032,1
1,9.05,0.99585,0.48,0.082,1
0,11.4,0.99052,0.21,0.042,0
0,10.0,0.993,0.24,0.052,0
0,9.0,0.9976,0.36,0.051,1
1,11.0,0.9966,0.73,0.059,1
0,12.9,0.989,0.42,0.035,0
0,9.4,0.9948,0.49,0.087,0
0,11.1,0.99085,0.18,0.036,0
1,10.4,0.99634,0.43,0.082,1
0,10.8,0.99211,0.28,0.053,1
1,13.2,0.99577,0.38,0.132,0
0,13.2,0.98882,0.28,0.034,0
1,9.3,0.9972,0.61,0.27,1
1,9.8,0.997,0.76,0.092,1
0,11.0,0.9931,0.2,0.031,0
0,9.0,0.9983,0.34,0.06,1
0,10.5,0.9952,0.18,0.047,0
1,9.1,0.99554,0.84,0.05,0
0,9.2,1.0001,0.25,0.048,0
0,9.9,0.997,0.365,0.041,0
0,10.8,0.99392,0.46,0.054,0
0,9.6,0.9958,0.17,0.052,0
0,12.6,0.99,0.24,0.034,0
0,10.0,0.992,0.335,0.04,1
0,9.2,0.9972,0.57,0.094,1
1,9.4,0.99922,0.46,0.091,1
0,10.5,0.998275,0.46,0.047,1
0,11.0,0.9939,0.27,0.036,1
0,11.0,0.9938,0.19,0.037,0
1,10.3,0.99629,0.66,0.115,1
0,8.8,0.99906,0.22,0.047,0
1,9.4,0.9983,0.63,0.111,1
0,11.4,0.9901,0.25,0.038,0
0,11.3,0.9925,0.23,0.025,0
0,10.4,0.99578,0.32,0.035,1
0,9.4,0.9934,0.28,0.049,1
0,9.2,0.998,0.105,0.051,0
0,12.3,0.9925,0.3,0.035,0
0,9.6,0.9998,0.26,0.056,1
1,12.0,0.99388,0.49,0.071,0
0,13.5,0.99012,0.2,0.028,0
1,11.9,0.99604,0.38,0.103,0
0,12.4,0.9896,0.32,0.026,0
0,9.4,0.9967,0.18,0.048,0
0,9.6,0.99692,0.32,0.031,0
0,12.8,0.9905,0.28,0.08,1
0,9.3,0.9979,0.4,0.05,1
0,9.3,0.99943,0.34,0.05,1
1,12.6,0.9953,0.41,0.078,0
0,12.2,0.99151,0.435,0.031,0
0,13.1,0.9892,0.29,0.026,0
0,11.2,0.992,0.16,0.043,0
0,11.7,0.98883,0.37,0.029,0
0,8.5,0.9968,0.59,0.066,1
0,10.6,0.9919,0.32,0.044,1
1,11.0,0.99892,1.02,0.084,1
0,9.4,0.9932,0.15,0.033,0
0,10.6,0.99576,0.3,0.022,1
0,9.0,0.9962,0.27,0.048,1
0,9.0,0.9956,0.15,0.059,0
0,12.4,0.9908,0.36,0.037,0
1,9.3,0.99494,0.58,0.073,1
1,9.9,0.9943,0.615,0.089,1
0,10.7,0.99571,0.24,0.032,0
1,9.5,0.99787,0.63,0.235,1
0,9.2,0.998,0.285,0.063,1
0,9.8,0.9928,0.13,0.092,0
1,12.1,0.99498,0.3,0.09,0
0,11.5,0.99153,0.29,0.044,1
0,11.2,0.99164,0.14,0.047,0
0,10.4,0.992,0.22,0.047,1
0,11.0,0.99395,0.24,0.037,1
0,10.9,0.9915,0.26,0.039,0
0,10.8,0.9951,0.27,0.046,0
0,12.2,0.99022,0.54,0.038,0
0,9.3,0.9953,0.15,0.034,0
1,9.5,0.99341,0.19,0.045,1
0,10.0,0.996,0.26,0.044,0
1,11.3,0.99939,0.41,0.103,0
1,13.4,0.995,0.4,0.052,0
1,9.4,0.9981,0.59,0.07,1
0,9.3,0.99775,0.39,0.044,1
0,9.1,0.9986,0.32,0.055,1
1,9.8,0.99471,0.815,0.267,1
0,9.0,0.99808,0.18,0.062,0
0,9.6,0.9945,0.19,0.047,0
0,9.5,0.99558,0.37,0.031,1
0,13.0,0.9904,0.51,0.043,0
0,10.9,0.9914,0.24,0.032,0
0,12.3,0.99144,0.29,0.026,0
0,9.3,0.9951,0.21,0.036,0
1,11.4,0.9942,0.54,0.049,1
0,11.4,0.9907,0.19,0.022,0
0,9.0,0.99938,0.32,0.034,0
1,9.4,0.996,0.53,0.072,0
1,9.3,0.9986,0.26,0.071,0
0,9.3,0.9953,0.28,0.048,1
1,12.2,0.99538,0.43,0.082,0
0,9.7,0.99604,0.23,0.044,0
0,12.2,0.99076,0.33,0.031,0
0,9.7,0.9947,0.1,0.048,0
0,10.7,0.9948,0.14,0.05,0
1,9.3,0.9976,0.54,0.097,0
0,9.9,0.99784,0.25,0.06,0
1,10.6,0.99686,0.28,0.054,0
1,12.8,0.9955,0.75,0.078,0
0,9.4,0.99628,0.36,0.05,1
1,9.2,0.99668,0.87,0.107,1
0,9.2,0.99449,0.26,0.034,0
0,12.2,0.99168,0.32,0.026,0
0,9.8,0.9963,0.24,0.046,0
1,12.3,0.99316,0.3,0.05,0
0,10.3,0.99256,0.23,0.036,0
0,12.0,0.99044,0.2,0.048,0
1,10.5,0.9968,0.49,0.332,0
0,9.2,0.9964,0.47,0.083,1
0,13.0,0.98928,0.41,0.023,0
0,8.7,0.9936,0.19,0.122,0
0,10.6,0.99243,0.2,0.047,0
1,9.2,0.99669,0.57,0.07,1
1,10.0,0.9983,0.31,0.062,0
0,13.8,0.98981,0.785,0.036,0
0,9.7,0.9958,0.24,0.038,0
0,10.4,0.9979,0.32,0.046,0
1,12.5,0.99358,0.31,0.216,0
0,9.2,0.9936,0.16,0.138,1
0,9.4,0.99848,0.42,0.043,1
0,8.8,0.99966,0.21,0.045,0
1,12.2,0.9943,0.4,0.068,0
0,8.9,0.9962,0.28,0.047,1
0,9.8,0.9984,0.27,0.05,0
1,10.4,0.9976,0.66,0.077,1
0,10.4,0.99489,0.29,0.054,1
1,11.2,0.9968,0.48,0.127,1
0,10.5,0.99428,0.26,0.029,0
0,10.6,0.99678,0.21,0.04,1
1,9.0,1.0008,0.58,0.074,1
0,9.5,0.99558,0.23,0.044,1
1,9.2,0.9971,0.66,0.074,1
0,10.65,0.99094,0.18,0.037,0
0,10.9,0.9959,0.35,0.053,1
0,11.2,0.99356,0.27,0.028,0
0,12.4,0.98946,0.21,0.045,0
0,9.7,0.99495,0.42,0.05,0
0,9.4,0.9946,0.18,0.046,0
0,10.0,0.9937,0.38,0.036,1
0,9.6,0.99308,0.32,0.05,1
0,11.3,0.99058,0.16,0.051,0
0,11.8,0.99056,0.24,0.039,0
1,9.6,0.9972,0.66,0.079,0
1,9.9,0.9983,0.66,0.084,0
0,9.4,0.9963,0.35,0.053,1
1,11.3,0.99402,0.56,0.053,1
0,10.9333333333333,0.99334,0.29,0.041,0
0,10.1,0.995,0.2,0.041,1
0,12.1,0.99084,0.3,0.048,0
1,11.8,0.9984,0.54,0.124,0
0,10.1,0.993,0.17,0.024,1
0,11.7,0.99394,0.3,0.034,0
0,8.8,0.9936,0.27,0.056,1
0,10.9,0.99074,0.12,0.037,0
0,12.3,0.9914,0.26,0.027,0
0,9.5,0.99561,0.34,0.066,1
0,9.2,0.9982,0.32,0.06,1
1,9.7,0.9964,0.55,0.071,1
0,11.1,0.99133,0.35,0.048,0
0,12.9,0.98892,0.3,0.03,0
0,12.4,0.98944,0.26,0.034,0
0,9.8,0.99382,0.31,0.069,1
1,12.4,0.9936,0.48,0.073,0
1,10.9,0.9962,0.725,0.086,1
1,10.4,0.99545,0.64,0.075,0
0,11.3,0.99186,0.4,0.036,0
0,9.9,0.99425,0.33,0.04,1
0,9.6,0.9942,0.15,0.055,1
1,11.5,0.9961,0.62,0.068,0
1,10.0,0.998,0.46,0.092,0
0,10.8,0.9897,0.19,0.027,1
0,9.6,0.9954,0.37,0.346,1
1,10.0,0.99576,0.35,0.067,1
0,10.0,0.9921,0.27,0.041,0
0,9.5,0.9942,0.41,0.048,1
0,12.5,0.98914,0.24,0.037,0
0,11.3,0.99189,0.24,0.042,0
1,11.1,0.99514,0.38,0.038,0
0,12.4,0.99066,0.27,0.045,0
0,10.0,0.9922,0.37,0.048,1
1,12.4,0.99585,0.53,0.039,0
1,9.5,0.99448,0.5,0.057,1
0,12.8,0.99105,0.3,0.044,0
0,9.7,0.9978,0.15,0.058,0
1,9.0,0.9956,0.55,0.072,1
0,10.2,0.997,0.22,0.047,0
0,10.2,0.99405,0.21,0.034,1
0,10.1,0.9957,0.45,0.067,0
0,10.2,0.99573,0.25,0.038,0
0,10.8,0.992,0.25,0.05,0
0,9.4,0.9936,0.2,0.05,0
0,12.6,0.99126,0.43,0.025,0
0,12.0,0.9887,0.32,0.033,1
0,9.6,0.9957,0.12,0.057,1
0,8.9,0.9991,0.35,0.044,0
0,12.1,0.9891,0.25,0.035,0
0,10.5,0.9929,0.31,0.05,0
0,8.9,0.9966,0.29,0.037,0
1,9.1,0.998,0.41,0.088,1
1,9.7,0.998,0.765,0.078,1
0,11.2,0.99174,0.39,0.037,0
0,9.4,0.9986,0.4,0.042,1
0,12.2,0.99148,0.34,0.035,0
0,10.4,0.99255,0.19,0.037,1
0,12.5,0.9918,0.55,0.032,0
0,11.6,0.99164,0.4,0.053,1
1,9.5,0.9962,0.67,0.05,1
0,10.1,0.9932,0.15,0.029,1
0,10.3,0.99534,0.23,0.052,1
0,12.6,0.9898,0.27,0.02,0
1,9.2,0.9958,0.45,0.069,1
0,9.0,0.99398,0.48,0.05,1
0,13.7,0.99026,0.76,0.041,0
0,10.0,0.9936,0.28,0.04,0
0,9.7,0.9981,0.23,0.037,1
0,9.4,0.9946,0.3,0.17,1
1,10.8,0.9976,0.24,0.075,0
0,9.8,0.9958,0.21,0.042,0
0,12.3,0.9898,0.19,0.039,0
1,9.0,0.99717,0.39,0.074,1
0,10.0,0.9966,0.39,0.036,0
1,10.3,0.99528,0.53,0.077,0
1,9.4,0.9987,0.54,0.077,0
0,11.4,0.99166,0.3,0.042,1
0,11.4,0.9911,0.21,0.052,1
0,9.6,0.9982,0.23,0.053,1
0,11.8,0.99379,0.2,0.037,0
0,9.1,0.9962,0.24,0.069,1
0,12.0,0.99022,0.68,0.037,0
0,9.9,0.9924,0.31,0.036,0
0,13.4,0.9896,0.33,0.04,0
0,10.5,0.9952,0.18,0.047,0
0,9.2,0.9996,0.18,0.046,1
0,10.3,0.9954,0.26,0.047,0
0,9.0,0.9939,0.12,0.045,0
0,10.0,0.995,0.16,0.049,0
0,11.2,0.99296,0.22,0.041,0
1,11.1,0.9941,0.18,0.062,1
0,9.7,0.99382,0.3,0.042,1
0,9.5,0.9976,0.27,0.039,0
0,10.2,0.9974,0.39,0.056,1
0,9.8,0.9944,0.2,0.049,0
0,9.4,0.99562,0.26,0.171,0
0,11.6,0.9912,0.28,0.038,0
1,11.5,0.9922,0.39,0.07,0
0,11.4,0.9905,0.16,0.042,0
1,11.6,0.99646,0.52,0.071,0
1,10.7,0.9972,0.62,0.088,0
0,9.5,0.99683,0.51,0.034,0
0,11.2,0.9909,0.15,0.041,0
0,11.6,0.99186,0.36,0.028,0
0,10.6,0.994,0.18,0.048,0
0,9.2,0.9997,0.24,0.056,0
1,10.8,0.9962,0.59,0.06,0
1,10.8,0.9982,0.47,0.171,0
1,11.2,0.99546,0.27,0.1,0
0,10.1,0.99396,0.17,0.036,0
1,9.2,0.9972,0.39,0.082,1
0,12.4,0.9897,0.31,0.031,0
0,10.1,0.995,0.19,0.034,0
0,8.9,0.99556,0.62,0.06,1
1,10.4,0.99758,0.44,0.064,0
0,12.2,0.9893,0.34,0.038,0
0,10.3,0.99242,0.2,0.036,1
0,10.6,0.99312,0.28,0.044,0
0,10.5,0.99254,0.17,0.032,1
0,11.1,0.99199,0.21,0.046,0
1,9.2,0.9959,0.55,0.106,1
0,12.4,0.9918,0.24,0.048,0
0,11.2,0.9904,0.4,0.044,0
1,9.4,0.997,0.41,0.083,1
0,9.5,0.9969,0.28,0.04,1
0,9.4,0.99502,0.54,0.049,1
0,11.3,0.99006,0.21,0.04,0
1,10.0,0.9975,0.59,0.076,1
0,12.3,0.99172,0.24,0.032,0
0,10.2,0.99463,0.32,0.038,0
0,9.0,0.9973,0.105,0.05,0
0,11.2,0.9921,0.2,0.037,0
0,10.2,0.99642,0.32,0.041,0
0,9.5,0.99516,0.27,0.085,1
1,11.0,0.99396,0.33,0.056,0
0,10.3,0.99716,0.27,0.048,1
0,10.0,0.9928,0.23,0.042,1
0,11.5,0.98994,0.27,0.071,0
0,10.8,0.9916,0.25,0.024,0
1,9.8,0.99745,0.63,0.08,0
0,9.1,0.9984,0.26,0.047,0
0,9.4,0.99582,0.27,0.039,1
1,9.7,1.0002,0.27,0.082,0
0,11.4,0.99058,0.22,0.036,0
0,12.0,0.98985,0.22,0.04,0
0,9.5,0.9953,0.34,0.041,1
0,10.1,0.9941,0.26,0.04,0
0,9.9,0.9939,0.34,0.028,0
0,11.5,0.99203,0.2,0.028,0
1,11.7,0.99064,0.28,0.012,0
1,12.9,0.99256,0.66,0.066,1
0,9.8,0.99592,0.25,0.05,0
0,12.6,0.9917,0.33,0.024,0
1,10.8,0.99728,0.41,0.11,1
0,9.7,0.99516,0.39,0.049,1
0,9.2,0.9964,0.47,0.043,1
0,9.2,0.99904,0.26,0.05,1
0,11.6,0.9913,0.22,0.028,0
1,12.9,0.9924,0.85,0.045,0
0,10.0,0.99232,0.2,0.047,0
0,12.4,0.98984,0.27,0.024,0
1,9.6,0.99746,0.46,0.126,1
0,9.7,0.99836,0.31,0.054,1
1,11.8,0.99524,0.28,0.061,0
0,10.8,0.9912,0.23,0.036,0
0,10.4,0.9928,0.24,0.063,0
0,12.5,0.9906,0.32,0.031,0
0,11.3,0.99234,0.26,0.046,1
0,10.3,0.99334,0.35,0.032,0
0,9.8,0.9958,0.18,0.049,0
0,11.5,0.99355,0.22,0.039,0
0,11.4,0.9931,0.22,0.027,0
0,10.5,0.9943,0.37,0.048,0
0,9.4,0.99579,0.24,0.043,0
0,13.2,0.98963,0.36,0.015,0
0,10.0,0.99282,0.2,0.048,0
0,11.3,0.99048,0.255,0.051,0
1,11.2,1.0032,0.685,0.1,0
0,11.4,0.9915,0.26,0.048,0
0,10.7,0.99178,0.28,0.054,1
1,9.8,0.9982,0.31,0.079,0
0,13.0,0.98926,0.48,0.03,0
0,11.7,0.99088,0.2,0.036,0
0,13.5,0.99079,0.5,0.028,0
1,10.5,0.99615,0.43,0.073,0
1,12.4,0.9934,0.36,0.23,0
0,9.7,0.99499,0.615,0.068,1
0,10.7,0.996,0.34,0.046,0
0,13.4,0.99146,0.21,0.02,0
0,10.9,0.992,0.2,0.037,0
0,9.5,0.99718,0.44,0.056,1
0,9.1,0.9954,0.16,0.042,1
0,8.8,0.9994,0.28,0.043,0
1,11.4,0.9956,0.54,0.079,0
0,9.3,0.9972,0.27,0.045,0
0,11.1,0.99076,0.27,0.035,0
0,9.3,0.99944,0.2,0.052,1
0,9.8,0.999,0.25,0.069,1
0,10.4,0.992,0.15,0.045,0
0,11.0,0.99368,0.23,0.03,0
0,10.0,0.99397,0.24,0.05,1
0,9.2,0.99773,0.38,0.095,1
0,11.7,0.99064,0.28,0.012,0
0,12.0,0.98978,0.26,0.041,0
0,12.3,0.99165,0.34,0.029,0
1,9.5,0.9972,0.65,0.066,0
0,10.7,0.9944,0.29,0.042,1
0,10.4,0.99706,0.16,0.043,0
1,9.5,0.9962,0.56,0.081,1
0,12.5,0.99164,0.28,0.03,0
0,10.4,0.9945,0.21,0.048,0
0,10.9,0.99202,0.6,0.044,1
0,9.7,0.9954,0.26,0.037,0
1,10.2,0.99669,0.56,0.079,1
0,12.5,0.9912,0.32,0.03,0
1,11.1,0.99622,0.42,0.083,0
